"","word1","word2","n"
"11359","dreadfully","racked",1
"11360","dreadfully","white",1
"11361","dress","anne",1
"11362","dress","balls",1
"11363","dress","chapter",1
"11364","dress","dancing",1
"11365","dress","directly",1
"11366","dress","half",1
"11367","dress","hideous",1
"11368","dress","listening",1
"11369","dress","moved",1
"11370","dress","nowadays",1
"11371","dress","slightly",1
"11372","dress","smart",1
"11373","dressed","directly",1
"11374","dressed","till",1
"11375","dresses","rehearsals",1
"11376","dressing","lady",1
"11377","dressing","preaching",1
"11378","drew","captain",1
"11379","drew","crawford's",1
"11380","drew","half",1
"11381","dried","cherries",1
"11382","drifted","snow",1
"11383","drifting","wind",1
"11384","drink","isabella",1
"11385","drinking","claret",1
"11386","drinking","tea",1
"11387","drive","directly",1
"11388","drive","faster",1
"11389","drive","happiness",1
"11390","drive","harriet",1
"11391","drive","julia",1
"11392","drive","naturally",1
"11393","drive","thither",1
"11394","driven","directly",1
"11395","driven","julia",1
"11396","driven","reason",1
"11397","driven","safely",1
"11398","driving","miss",1
"11399","driving","rain",1
"11400","droll","remark",1
"11401","drooping","apace",1
"11402","drop","added",1
"11403","dropped","hints",1
"11404","drops","one's",1
"11405","dropt","fanny's",1
"11406","drove","captain",1
"11407","drove","maria",1
"11408","drove","round",1
"11409","drunk","wine",1
"11410","drunken","gallants",1
"11411","drury","lane",1
"11412","dry","blunt",1
"11413","dry","clothes",1
"11414","dry","gravel",1
"11415","dry","settled",1
"11416","dry","situation",1
"11417","dry","sunny",1
"11418","dryly","writes",1
"11419","due","admiration",1
"11420","due","allowance",1
"11421","due","attention",1
"11422","due","celebration",1
"11423","due","deference",1
"11424","due","effect",1
"11425","due","form",1
"11426","due","gradation",1
"11427","due","importance",1
"11428","due","north",1
"11429","due","reference",1
"11430","due","respect",1
"11431","due","share",1
"11432","due","visit",1
"11433","dugdale","serving",1
"11434","dull","chapter",1
"11435","dull","christmas",1
"11436","dull","hours",1
"11437","dull","life",1
"11438","dull","likewise",1
"11439","dull","mama",1
"11440","dull","repetitions",1
"11441","dull","time",1
"11442","dullness","till",1
"11443","duly","accomplished",1
"11444","duly","begged",1
"11445","duly","inferior",1
"11446","duly","paid",1
"11447","duly","returned",1
"11448","dung","cart",1
"11449","duodecimo","pages",1
"11450","duodecimo","volumes",1
"11451","duped","fancying",1
"11452","duplicity","hurts",1
"11453","durable","beneath",1
"11454","duration","succeeded",1
"11455","duties","belong",1
"11456","duties","shops",1
"11457","dutiful","attention",1
"11458","dutiful","branch",1
"11459","dutiful","creature",1
"11460","dutiful","morning",1
"11461","dutifully","remembered",1
"11462","duty","affection",1
"11463","duty","easier",1
"11464","duty","evidently",1
"11465","duty","mary",1
"11466","duty","neglected",1
"11467","duty","pardon",1
"11468","duty","pray",1
"11469","duty","required",1
"11470","duty","violated",1
"11471","dwelling","elinor",1
"11472","dwelling","emphatically",1
"11473","dwelling","intently",1
"11474","dying","people",1
"11475","eager","admiration",1
"11476","eager","affection",1
"11477","eager","appeal",1
"11478","eager","assurance",1
"11479","eager","attacks",1
"11480","eager","attention",1
"11481","eager","character",1
"11482","eager","civilities",1
"11483","eager","cry",1
"11484","eager","curiosity",1
"11485","eager","declarations",1
"11486","eager","defence",1
"11487","eager","delight",1
"11488","eager","exclamation",1
"11489","eager","expectation",1
"11490","eager","fancy",1
"11491","eager","gaze",1
"11492","eager","hand",1
"11493","eager","inquiry",1
"11494","eager","laughing",1
"11495","eager","observation",1
"11496","eager","pleasure",1
"11497","eager","rapidity",1
"11498","eager","sign",1
"11499","eager","speech",1
"11500","eager","steps",1
"11501","eagerly","advance",1
"11502","eagerly","applied",1
"11503","eagerly","bent",1
"11504","eagerly","called",1
"11505","eagerly","calling",1
"11506","eagerly","carrying",1
"11507","eagerly","caught",1
"11508","eagerly","clinging",1
"11509","eagerly","collected",1
"11510","eagerly","communicated",1
"11511","eagerly","continued",1
"11512","eagerly","disclaimed",1
"11513","eagerly","examining",1
"11514","eagerly","expressing",1
"11515","eagerly","hunting",1
"11516","eagerly","interposed",1
"11517","eagerly","joined",1
"11518","eagerly","opposed",1
"11519","eagerly","poured",1
"11520","eagerly","pressed",1
"11521","eagerly","proposed",1
"11522","eagerly","questioned",1
"11523","eagerly","refuted",1
"11524","eagerly","rejoined",1
"11525","eagerly","round",1
"11526","eagerly","sought",1
"11527","eagerly","succeeded",1
"11528","eagerly","suggested",1
"11529","eagerly","taking",1
"11530","eagerness","appeared",1
"11531","eagerness","compatible",1
"11532","eagerness","pronounced",1
"11533","ear","amused",1
"11534","ear","expressed",1
"11535","ear","human",1
"11536","ear","hurried",1
"11537","ear","rings",1
"11538","ear","sir",1
"11539","earlier","day",1
"11540","earlier","death",1
"11541","earlier","edmund",1
"11542","earlier","emma",1
"11543","earlier","fanny",1
"11544","earlier","feelings",1
"11545","earlier","home",1
"11546","earlier","prosperity",1
"11547","earlier","remedied",1
"11548","earlier","stage",1
"11549","earlier","walk",1
"11550","earlier","youth",1
"11551","earliest","assurance",1
"11552","earliest","attachments",1
"11553","earliest","discussions",1
"11554","earliest","fixed",1
"11555","earliest","flowers",1
"11556","earliest","friends",1
"11557","earliest","hour",1
"11558","earliest","hours",1
"11559","earliest","information",1
"11560","earliest","intelligence",1
"11561","earliest","naval",1
"11562","earliest","opportunity",1
"11563","earliest","patents",1
"11564","earliest","pleasures",1
"11565","earliest","tenants",1
"11566","earliest","tidings",1
"11567","earliest","visitor",1
"11568","earliest","walks",1
"11569","earned","john",1
"11570","earnest","admiration",1
"11571","earnest","advice",1
"11572","earnest","assurance",1
"11573","earnest","attention",1
"11574","earnest","endeavour",1
"11575","earnest","endeavours",1
"11576","earnest","entreaty",1
"11577","earnest","fanny",1
"11578","earnest","gravity",1
"11579","earnest","kindness",1
"11580","earnest","meditation",1
"11581","earnest","meditations",1
"11582","earnest","pressing",1
"11583","earnest","regret",1
"11584","earnest","shake",1
"11585","earnest","steadfast",1
"11586","earnest","supplication",1
"11587","earnest","talk",1
"11588","earnest","tender",1
"11589","earnest","tone",1
"11590","earnest","vindication",1
"11591","earnestly","begged",1
"11592","earnestly","begging",1
"11593","earnestly","careful",1
"11594","earnestly","fixing",1
"11595","earnestly","gazing",1
"11596","earnestly","grateful",1
"11597","earnestly","hoped",1
"11598","earnestly","invited",1
"11599","earnestly","lamented",1
"11600","earnestly","longing",1
"11601","earnestly","negatived",1
"11602","earnestly","pitied",1
"11603","earnestly","protested",1
"11604","earnestly","regarded",1
"11605","earnestly","regretting",1
"11606","earnestly","smiled",1
"11607","earnestly","watching",1
"11608","earnestly","wishing",1
"11609","earnestness","attended",1
"11610","earth","_that_",1
"11611","earth","scorning",1
"11612","earthly","reflections",1
"11613","ease","barton",1
"11614","ease","card",1
"11615","ease","chapter",1
"11616","ease","dr",1
"11617","ease","impatient",1
"11618","ease","modern",1
"11619","ease","ready",1
"11620","easiest","game",1
"11621","easiest","means",1
"11622","easily","added",1
"11623","easily","alarmed",1
"11624","easily","amused",1
"11625","easily","ascertained",1
"11626","easily","assumed",1
"11627","easily","attained",1
"11628","easily","changed",1
"11629","easily","comprehend",1
"11630","easily","conceive",1
"11631","easily","conceived",1
"11632","easily","conform",1
"11633","easily","conjecture",1
"11634","easily","conjecturing",1
"11635","easily","convinced",1
"11636","easily","dejected",1
"11637","easily","depressed",1
"11638","easily","encouraged",1
"11639","easily","falls",1
"11640","easily","familiarized",1
"11641","easily","filled",1
"11642","easily","forgets",1
"11643","easily","forgive",1
"11644","easily","frightened",1
"11645","easily","guess",1
"11646","easily","guided",1
"11647","easily","imagined",1
"11648","easily","impressed",1
"11649","easily","learn",1
"11650","easily","learnt",1
"11651","easily","led",1
"11652","easily","left",1
"11653","easily","managed",1
"11654","easily","moved",1
"11655","easily","obtained",1
"11656","easily","pardoned",1
"11657","easily","pre",1
"11658","easily","preserve",1
"11659","easily","removed",1
"11660","easily","separate",1
"11661","easily","settled",1
"11662","easily","swayed",1
"11663","easily","tempted",1
"11664","easily","thinking",1
"11665","easily","touched",1
"11666","easily","trace",1
"11667","easily","understood",1
"11668","easily","whiled",1
"11669","easiness","openness",1
"11670","east","kingham",1
"11671","easter","day",1
"11672","easter","lord",1
"11673","easterly","breeze",1
"11674","easy","address",1
"11675","easy","assurance",1
"11676","easy","charles",1
"11677","easy","cheerful",1
"11678","easy","civility",1
"11679","easy","competence",1
"11680","easy","conceit",1
"11681","easy","credulity",1
"11682","easy","dominion",1
"11683","easy","elinor",1
"11684","easy","extend",1
"11685","easy","fluency",1
"11686","easy","footing",1
"11687","easy","fortune",1
"11688","easy","friendly",1
"11689","easy","friends",1
"11690","easy","guidable",1
"11691","easy","intercourse",1
"11692","easy","kindness",1
"11693","easy","persuaded",1
"11694","easy","playfulness",1
"11695","easy","prey",1
"11696","easy","step",1
"11697","easy","style",1
"11698","easy","transition",1
"11699","easy","unaffected",1
"11700","eat","cold",1
"11701","eat","ice",1
"11702","eatable","hautboys",1
"11703","eating","cold",1
"11704","eating","drinking",1
"11705","eating","strawberries",1
"11706","eating","uncertain",1
"11707","ebony","cabinet",1
"11708","ecclesford","sir",1
"11709","ecclesford","theatre",1
"11710","echoed","miss",1
"11711","economical","expedient",1
"11712","economical","practices",1
"11713","economical","rendezvous",1
"11714","economically","lay",1
"11715","ecstasy","calling",1
"11716","edinburgh","university",1
"11717","edition","printed",1
"11718","edition","published",1
"11719","edmund","_had_",1
"11720","edmund","_now_",1
"11721","edmund","_that_",1
"11722","edmund","affectionately",1
"11723","edmund","agreed",1
"11724","edmund","appeared",1
"11725","edmund","bade",1
"11726","edmund","brought",1
"11727","edmund","called",1
"11728","edmund","captain",1
"11729","edmund","chuses",1
"11730","edmund","company",1
"11731","edmund","conjectured",1
"11732","edmund","considered",1
"11733","edmund","dear",1
"11734","edmund","delighted",1
"11735","edmund","derived",1
"11736","edmund","dwelling",1
"11737","edmund","encouragement",1
"11738","edmund","expressed",1
