Parent	Child	relationType	edgeScore	Freq
SERPINH1	PDGFA	Type 0	0.999412	0.999412
SH3BP1	DDIT3	Type 0	0.528974	0.528974
RAB3IL1	DDIT3	Type 0	0.201777	0.201777
SKP2	DDIT3	Type 0	0.298624	0.298624
PPP1R15A	DDIT3	Type 0	0.437625	0.437625
CEBPB	DDIT3	Type 0	1.000000	1.000000
DDIT3	SESN2	Type 0	0.449363	0.449363
ARL14	GPR115	Type 0	0.339044	0.339044
MUC20	GPR115	Type 0	0.212804	0.212804
PRSS22	GPR115	Type 0	0.539963	0.539963
FUT3	GPR115	Type 0	0.997006	0.997006
GPR115	BDKRB2	Type 0	0.706186	0.706186
ARHGAP30	ARHGDIB	Type 0	0.773594	0.773594
ARHGAP30	DAPP1	Type 0	0.680550	0.680550
CYR61	FAM114A1	Type 0	0.414526	0.414526
LOC493869	FAM114A1	Type 0	0.851869	0.851869
FAM114A1	DCBLD2	Type 0	0.999444	0.999444
FAM114A1	VCAN	Type 0	0.230569	0.230569
FAM114A1	C1orf78	Type 0	0.701768	0.701768
FAM114A1	MATN3	Type 0	0.318326	0.318326
FAM114A1	SEMA4D	Type 0	0.403822	0.403822
FAM114A1	COL6A1	Type 0	0.569045	0.569045
FAM114A1	PDE5A	Type 0	0.362315	0.362315
FAM114A1	P4HA2	Type 0	0.664407	0.664407
FAM114A1	DKFZp761B107	Type 0	0.291255	0.291255
SMPDL3A	RNF148	Type 0	0.204042	0.204042
POLH	RNF148	Type 0	0.263321	0.263321
KIAA1244///HEBP2	RNF148	Type 0	0.685984	0.685984
GINS2	GCSH	Type 0	0.304168	0.304168
TAPBP	GCSH	Type 0	0.239488	0.239488
ORC6L	GCSH	Type 0	0.499689	0.499689
C16orf46	GCSH	Type 0	0.504552	0.504552
FAM136A	GCSH	Type 0	0.280899	0.280899
GCSH	IER5	Type 0	0.299445	0.299445
GCSH	C16orf46	Type 0	0.495448	0.495448
PTPRC	ARHGAP15	Type 0	0.222469	0.222469
TJP1	ARHGAP15	Type 0	0.824603	0.824603
ARHGAP15	LCP1	Type 0	0.986342	0.986342
ARHGAP15	CD74	Type 0	0.309044	0.309044
ARHGAP15	HLA-DPA1	Type 0	0.347962	0.347962
ARHGAP15	RGS1	Type 0	0.960290	0.960290
DOCK2	CD70	Type 0	0.314546	0.314546
CCR7	CD70	Type 0	0.293333	0.293333
CTDSPL	CD70	Type 0	0.534540	0.534540
CD80	CD70	Type 0	0.220492	0.220492
DAGLA	CD70	Type 0	1.000000	1.000000
CD70	ZNF502	Type 0	0.377646	0.377646
BCOR	FANCA	Type 0	0.341080	0.341080
FANCA	ZNF232	Type 0	0.234240	0.234240
FANCA	MSH5	Type 0	0.755676	0.755676
VRK1	PRIM1	Type 0	0.297965	0.297965
MCM10	PRIM1	Type 0	0.998364	0.998364
TIPIN	PRIM1	Type 0	0.402936	0.402936
MCM7	PRIM1	Type 0	0.254304	0.254304
PRIM1	RPA3	Type 0	0.279842	0.279842
CXCL2	TGFBI	Type 0	0.258245	0.258245
HDGFRP3	ULK2	Type 0	0.385820	0.385820
MAPT	ULK2	Type 0	0.360367	0.360367
CABYR	ULK2	Type 0	0.479931	0.479931
BBS5	ULK2	Type 0	0.267836	0.267836
ETNK2	ULK2	Type 0	0.563273	0.563273
ULK2	MAPT	Type 0	0.639633	0.639633
ULK2	CABYR	Type 0	0.520069	0.520069
ULK2	RP4-691N24.1	Type 0	0.998108	0.998108
ULK2	BBS5	Type 0	0.211608	0.211608
ATAD4	DEGS1	Type 0	0.775561	0.775561
LGALS4	DEGS1	Type 0	0.266944	0.266944
SRGAP2P1	DEGS1	Type 0	0.496832	0.496832
DEGS1	ZFP28	Type 0	0.293470	0.293470
DEGS1	TNFRSF11A	Type 0	0.312694	0.312694
DEGS1	SRGAP2P1	Type 0	0.503168	0.503168
VAMP8	DIXDC1	Type 0	0.369176	0.369176
SLC37A1	DIXDC1	Type 0	0.279735	0.279735
CHN1	DIXDC1	Type 0	0.806504	0.806504
RARB	DIXDC1	Type 0	0.481966	0.481966
GSTA4	DIXDC1	Type 0	0.481624	0.481624
F11R	DIXDC1	Type 0	0.244773	0.244773
DIXDC1	GSTA4	Type 0	0.518376	0.518376
DIXDC1	SIRT4	Type 0	0.942349	0.942349
DIXDC1	TTC25	Type 0	0.299515	0.299515
DIXDC1	C9orf127	Type 0	0.246458	0.246458
DIXDC1	TTLL1	Type 0	0.256629	0.256629
ARD1B	FSTL5	Type 0	0.721935	0.721935
EDNRB	FSTL5	Type 0	0.277641	0.277641
FSTL5	ARD1B	Type 0	0.268753	0.268753
FSTL5	MAGEA11	Type 0	0.271291	0.271291
FSTL5	DAZ4	Type 0	0.251857	0.251857
WAS	CDC14B	Type 0	0.588597	0.588597
CDC42BPA	CDC14B	Type 0	0.993020	0.993020
CDC14B	HOXA3	Type 0	0.200375	0.200375
CDC14B	OXGR1	Type 0	0.689052	0.689052
KIAA1522	AASDHPPT	Type 0	0.500050	0.500050
DDR1	AASDHPPT	Type 0	0.998582	0.998582
AASDHPPT	IGF2BP3	Type 0	0.507268	0.507268
AASDHPPT	KBTBD3	Type 0	1.000000	1.000000
AASDHPPT	ACAT1	Type 0	0.266928	0.266928
AASDHPPT	THYN1	Type 0	0.351968	0.351968
AASDHPPT	DCPS	Type 0	0.295798	0.295798
AASDHPPT	PTPLB	Type 0	0.997182	0.997182
AASDHPPT	KIAA1826	Type 0	0.734335	0.734335
DDC	CRYM	Type 0	0.994660	0.994660
COL11A1	NTRK3	Type 0	0.294296	0.294296
TES	NTRK3	Type 0	0.419355	0.419355
RBM35B	NTRK3	Type 0	0.313553	0.313553
CDH4	NTRK3	Type 0	0.898848	0.898848
GABRA5	NTRK3	Type 0	0.228468	0.228468
CXCL17	NTRK3	Type 0	0.483392	0.483392
SPINT1	NTRK3	Type 0	0.246382	0.246382
NTRK3	GABRA5	Type 0	0.223028	0.223028
NTRK3	CXCL17	Type 0	0.252052	0.252052
EDN1	DAP	Type 0	0.286692	0.286692
BCL2L1	DAP	Type 0	0.275896	0.275896
S100A16	DAP	Type 0	0.302409	0.302409
LASP1	DAP	Type 0	0.998061	0.998061
TNKS	DAP	Type 0	0.276761	0.276761
PLEKHM1	DAP	Type 0	0.299601	0.299601
DAP	HIST1H2AC	Type 0	0.299080	0.299080
TSPAN8	SLC12A2	Type 0	0.305936	0.305936
ATAD4	SLC12A2	Type 0	0.968155	0.968155
SLC12A2	HPGD	Type 0	0.212287	0.212287
SLC12A2	HOXA13	Type 0	0.295964	0.295964
ACVR1	AKAP14	Type 0	0.221661	0.221661
PCM1	AKAP14	Type 0	0.234676	0.234676
FGB	FGA	Type 0	0.613685	0.613685
ITIH2	FGA	Type 0	0.278018	0.278018
APOB	FGA	Type 0	0.339116	0.339116
FGA	SEPP1	Type 0	0.229952	0.229952
FGA	FGB	Type 0	0.274174	0.274174
FGA	AGT	Type 0	0.857632	0.857632
FGA	FGG	Type 0	0.318039	0.318039
FGA	GLULD1	Type 0	0.241306	0.241306
FGA	TF	Type 0	0.355467	0.355467
FGA	PRPS2	Type 0	0.329314	0.329314
FGA	ITIH2	Type 0	0.618551	0.618551
FGA	APOB	Type 0	0.231114	0.231114
FGA	PAQR9	Type 0	0.629011	0.629011
FGA	CGA	Type 0	0.265805	0.265805
CFHR1	CFH	Type 0	0.498620	0.498620
AXIN2	CFH	Type 0	0.253168	0.253168
CFH	CFHR1	Type 0	0.501380	0.501380
ITGB5	TIMP2	Type 0	0.299765	0.299765
CTSB	TIMP2	Type 0	0.986246	0.986246
TSPAN10	TIMP2	Type 0	0.203040	0.203040
TIMP2	TSPAN10	Type 0	0.796960	0.796960
ARHGEF16	DUSP8	Type 0	0.296158	0.296158
OVGP1	DUSP8	Type 0	0.994943	0.994943
RASSF7	DUSP8	Type 0	0.301988	0.301988
LOC153546	DUSP8	Type 0	0.250182	0.250182
PPARA	ABTB1	Type 0	0.506762	0.506762
CTSA	ABTB1	Type 0	0.348455	0.348455
TIPIN	ABTB1	Type 0	0.216145	0.216145
PPP2R5B	ABTB1	Type 0	0.259748	0.259748
HBP1	ABTB1	Type 0	0.780240	0.780240
GPATCH4	ABTB1	Type 0	0.472299	0.472299
ABTB1	PPARA	Type 0	0.493238	0.493238
ABTB1	CBX7	Type 0	0.991327	0.991327
LHCGR	MAGEB10	Type 0	0.266771	0.266771
MAGEB10	C20orf77	Type 0	0.247346	0.247346
USH1C	PLEKHB1	Type 0	0.515098	0.515098
EPS8L3	PLEKHB1	Type 0	0.324558	0.324558
GJB1	PLEKHB1	Type 0	0.734261	0.734261
FGF19	PLEKHB1	Type 0	0.449253	0.449253
PLEKHB1	NTSR1	Type 0	0.250614	0.250614
PLEKHB1	LTBP1	Type 0	0.207491	0.207491
PLEKHB1	TMPRSS5	Type 0	0.955694	0.955694
PLEKHB1	BTBD16	Type 0	0.363456	0.363456
PLEKHB1	GJB1	Type 0	0.261375	0.261375
PLEKHB1	FGF19	Type 0	0.452499	0.452499
APOB	ALB	Type 0	0.250079	0.250079
UGT2B4	ALB	Type 0	0.276662	0.276662
GPC3	ALB	Type 0	0.208283	0.208283
ALB	C12orf56	Type 0	0.239115	0.239115
ALB	SPIN4	Type 0	0.577982	0.577982
ALB	BRDT	Type 0	0.752924	0.752924
ALB	PJA1	Type 0	0.230109	0.230109
ALB	ANGPTL3	Type 0	0.779828	0.779828
ALB	CXorf26	Type 0	0.618512	0.618512
ALB	NR1H4	Type 0	0.298544	0.298544
ALB	AMBP	Type 0	0.205212	0.205212
ALB	UGT2B4	Type 0	0.692284	0.692284
S100P	LOC124220	Type 0	0.308151	0.308151
TUBA4A	EPB41L5	Type 0	0.309718	0.309718
MYH10	EPB41L5	Type 0	0.658589	0.658589
ILDR1	EPB41L5	Type 0	0.253894	0.253894
ADAM8	EPB41L5	Type 0	0.297836	0.297836
DMN	CHCHD7	Type 0	0.226087	0.226087
SLC22A17	CHCHD7	Type 0	0.382249	0.382249
PLAG1	CHCHD7	Type 0	0.498362	0.498362
GPR161	CHCHD7	Type 0	0.297280	0.297280
MAP3K12	CHCHD7	Type 0	0.277213	0.277213
CHCHD7	PLAG1	Type 0	0.501638	0.501638
ORC1L	FANCI	Type 0	0.266880	0.266880
BLM	FANCI	Type 0	0.495465	0.495465
RAD54L	FANCI	Type 0	0.422750	0.422750
C15orf42	FANCI	Type 0	0.324776	0.324776
FANCI	ACOX2	Type 0	0.298757	0.298757
FANCI	BLM	Type 0	0.504535	0.504535
FANCI	MCM2	Type 0	0.871079	0.871079
FANCI	PASK	Type 0	0.971505	0.971505
FANCI	ITFG2	Type 0	0.965962	0.965962
FANCI	C15orf42	Type 0	0.633863	0.633863
CCR1	HIST1H1C	Type 0	0.301985	0.301985
SLC25A21	ACYP2	Type 0	0.511572	0.511572
LHPP	ACYP2	Type 0	0.304170	0.304170
PKP3	CIB1	Type 0	0.993291	0.993291
CARD10	CIB1	Type 0	0.239259	0.239259
SSH3	CIB1	Type 0	0.384140	0.384140
CIB1	C15orf48	Type 0	0.362302	0.362302
CIB1	KIF5C	Type 0	0.345948	0.345948
CIB1	HBEGF	Type 0	0.300326	0.300326
CIB1	C1orf96	Type 0	0.301218	0.301218
KRT18	FLJ40504	Type 0	0.491490	0.491490
FLJ40504	ANXA3	Type 0	0.364745	0.364745
FLJ40504	KRT18	Type 0	0.508510	0.508510
MPDZ	EVC	Type 0	0.216401	0.216401
SPG20	EVC	Type 0	0.946501	0.946501
HSD11B2	EVC	Type 0	0.418410	0.418410
EVC	KCNH2	Type 0	0.273482	0.273482
ZNF569	ZNF529	Type 0	0.594794	0.594794
ZNF420	ZNF529	Type 0	0.584543	0.584543
KLF5	ZNF529	Type 0	0.344885	0.344885
ZNF529	ZNF420	Type 0	0.350234	0.350234
ZNF529	DMRT2	Type 0	0.261471	0.261471
ZNF529	ZNF93	Type 0	0.253133	0.253133
ZNF529	ZNF573	Type 0	0.246602	0.246602
ZNF529	ZNF614	Type 0	0.863836	0.863836
ZNF529	ZNF141	Type 0	0.298088	0.298088
ZNF529	GRAMD1A	Type 0	0.346336	0.346336
CD99	PIGM	Type 0	0.301188	0.301188
IGF1	PIGM	Type 0	0.409144	0.409144
LOC730101	PIGM	Type 0	0.229706	0.229706
EDEM3	PIGM	Type 0	0.954557	0.954557
RAB36	PIGM	Type 0	0.293142	0.293142
CREB3L4	PIGM	Type 0	0.387459	0.387459
LRRC50	PIGM	Type 0	0.206826	0.206826
PIGM	LRRN1	Type 0	0.238743	0.238743
PIGM	IGF1	Type 0	0.222743	0.222743
PIGM	LCMT2	Type 0	0.299756	0.299756
TSPAN8	HPGD	Type 0	0.998328	0.998328
TMEM45B	HPGD	Type 0	0.363130	0.363130
BEX1	TCEAL2	Type 0	0.653693	0.653693
AMPH	TCEAL2	Type 0	0.260830	0.260830
TCEAL2	BEX1	Type 0	0.346307	0.346307
SLC6A15	ESX1	Type 0	0.295699	0.295699
AGXT2L1	ESX1	Type 0	0.458736	0.458736
CHST9	ESX1	Type 0	0.299033	0.299033
KIAA1217	SIPA1L1	Type 0	0.296960	0.296960
TJP2	SIPA1L1	Type 0	0.592264	0.592264
S100A16	SIPA1L1	Type 0	0.271919	0.271919
SLC35B4	SIPA1L1	Type 0	0.292446	0.292446
REEP3	SIPA1L1	Type 0	0.365719	0.365719
B4GALT1	SIPA1L1	Type 0	0.250575	0.250575
LOC145474	SIPA1L1	Type 0	0.912696	0.912696
KLHL15	SIPA1L1	Type 0	0.299748	0.299748
SIPA1L1	RAMP1	Type 0	0.282486	0.282486
RCSD1	IL13RA1	Type 0	0.284601	0.284601
WAS	IL13RA1	Type 0	0.238915	0.238915
KBTBD8	IL13RA1	Type 0	0.992631	0.992631
IL13RA1	CEBPD	Type 0	0.418829	0.418829
LRP12	LOC253842	Type 0	0.252373	0.252373
STRBP	LOC253842	Type 0	0.999132	0.999132
COPZ2	LOC253842	Type 0	0.489782	0.489782
ARID3B	LOC253842	Type 0	0.296318	0.296318
LOC253842	MSRA	Type 0	0.297989	0.297989
TSPAN13	C1orf9	Type 0	0.245242	0.245242
EPN3	C1orf9	Type 0	0.246746	0.246746
ENC1	C1orf9	Type 0	0.300143	0.300143
LRRC1	C1orf9	Type 0	0.299226	0.299226
PPP1R3D	C1orf9	Type 0	0.323077	0.323077
ZNF512	C1orf9	Type 0	0.298129	0.298129
C17orf55	C1orf9	Type 0	0.993263	0.993263
C1orf9	SLC25A31	Type 0	0.250233	0.250233
INPP5D	PIK3AP1	Type 0	0.662759	0.662759
CHST2	LOC284262	Type 0	0.209949	0.209949
SEMA6D	LOC284262	Type 0	0.275101	0.275101
ST3GAL6	LOC284262	Type 0	0.288764	0.288764
CDKN2C	LOC284262	Type 0	0.722622	0.722622
SETBP1	LOC284262	Type 0	0.502180	0.502180
LOC284262	DIAPH2	Type 0	0.217319	0.217319
LOC284262	SETBP1	Type 0	0.497820	0.497820
COL1A1	ALS2CR7	Type 0	0.439657	0.439657
LOXL1	ALS2CR7	Type 0	0.240807	0.240807
WISP1	ALS2CR7	Type 0	0.997859	0.997859
OXGR1	ALS2CR7	Type 0	0.202353	0.202353
IL1RN	SRGAP3	Type 0	0.241554	0.241554
EFS	SRGAP3	Type 0	0.332906	0.332906
PALMD	SRGAP3	Type 0	0.273896	0.273896
PSCA	SRGAP3	Type 0	0.258185	0.258185
CLCA2	SRGAP3	Type 0	0.298124	0.298124
SH3KBP1	SRGAP3	Type 0	0.348380	0.348380
ABCC5	SRGAP3	Type 0	0.502873	0.502873
ANKHD1	SRGAP3	Type 0	0.743734	0.743734
CYP4B1	SRGAP3	Type 0	0.336050	0.336050
SRGAP3	EFS	Type 0	0.666068	0.666068
SRGAP3	SH3KBP1	Type 0	0.318287	0.318287
SRGAP3	ABCC5	Type 0	0.259147	0.259147
SRGAP3	C5orf35	Type 0	0.254663	0.254663
SRGAP3	TMEM16H	Type 0	0.300511	0.300511
SRGAP3	ANKHD1	Type 0	0.256266	0.256266
MAGEA12	CSAG2	Type 0	0.336817	0.336817
CSAG1	CSAG2	Type 0	0.511577	0.511577
CSAG2	CSAG1	Type 0	0.488423	0.488423
CITED1	C12orf34	Type 0	0.649214	0.649214
HES6	C12orf34	Type 0	0.320889	0.320889
SORBS1	C12orf34	Type 0	0.329491	0.329491
C12orf34	VGF	Type 0	0.228687	0.228687
C12orf34	HES6	Type 0	0.243374	0.243374
JPH3	BMP5	Type 0	0.554286	0.554286
KIF1A	BMP5	Type 0	0.376004	0.376004
PTPRN	BMP5	Type 0	0.246972	0.246972
GALNTL1	BMP5	Type 0	0.292350	0.292350
HMGCLL1	BMP5	Type 0	0.809498	0.809498
PCDHA12	C1orf53	Type 0	0.255111	0.255111
PCDHA11	C1orf53	Type 0	0.202459	0.202459
PCDHA5	C1orf53	Type 0	0.324987	0.324987
PCDHA3	C1orf53	Type 0	0.235254	0.235254
PCDHA7	C1orf53	Type 0	0.299843	0.299843
SMARCD3	C1orf53	Type 0	0.999099	0.999099
PCDHB3	C1orf53	Type 0	0.263559	0.263559
FECH	C1orf53	Type 0	0.225462	0.225462
PCDHA2	C1orf53	Type 0	0.282199	0.282199
SPRY4	ETV5	Type 0	0.772436	0.772436
ZNF697	ETV5	Type 0	0.223024	0.223024
SH2D3A	ARL5B	Type 0	0.301604	0.301604
ARL5B	PPP2R1B	Type 0	0.278424	0.278424
SASH1	TRAK2	Type 0	0.201157	0.201157
ACVR1	TRAK2	Type 0	0.284100	0.284100
NP	TRAK2	Type 0	0.394872	0.394872
LAPTM4A	TRAK2	Type 0	0.995655	0.995655
TRAK2	ABCB6	Type 0	1.000000	1.000000
TRAK2	SLC26A4	Type 0	0.271947	0.271947
CD86	ZPBP2	Type 0	0.296913	0.296913
FNBP1L	ZPBP2	Type 0	0.473926	0.473926
UACA	ZPBP2	Type 0	0.296813	0.296813
AMOTL2	BRP44L	Type 0	0.473768	0.473768
ITGB1	BRP44L	Type 0	0.278864	0.278864
CHCHD7	BRP44L	Type 0	0.625168	0.625168
BRP44L	SOST	Type 0	0.300442	0.300442
CDC25A	CCDC132	Type 0	0.241361	0.241361
RP11-298P3.3	CCDC132	Type 0	0.262622	0.262622
C7orf23	CCDC132	Type 0	0.202857	0.202857
CPD	CCDC132	Type 0	0.298271	0.298271
DBF4	CCDC132	Type 0	0.994430	0.994430
LRWD1	CCDC132	Type 0	0.309945	0.309945
CCDC132	RP11-298P3.3	Type 0	0.353816	0.353816
CCDC132	C5orf35	Type 0	0.250452	0.250452
CCDC132	ANKHD1	Type 0	0.309574	0.309574
ITGA2	BCL2	Type 0	0.352281	0.352281
CYFIP2	PLEKHG1	Type 0	0.301574	0.301574
AMICA1	PLEKHG1	Type 0	0.993023	0.993023
SLC22A4	PLEKHG1	Type 0	0.297235	0.297235
RNASEH2B	SUGT1	Type 0	0.473639	0.473639
VPS36	SUGT1	Type 0	0.395237	0.395237
SUGT1	ARHGAP10	Type 0	0.299518	0.299518
SUGT1	RNASEH2B	Type 0	0.526361	0.526361
SUGT1	RPP30	Type 0	0.222222	0.222222
SUGT1	RPL27A	Type 0	0.342840	0.342840
SUGT1	VPS36	Type 0	0.492904	0.492904
SUGT1	EIF1AX	Type 0	0.933040	0.933040
ARHGAP20	LCE1E	Type 0	0.308670	0.308670
OR7A17	LCE1E	Type 0	0.514804	0.514804
ALDH1B1	LCE1E	Type 0	0.236200	0.236200
RNASE11	LCE1E	Type 0	0.606444	0.606444
LCE1E	OR7A17	Type 0	0.485196	0.485196
PLEK	STAG3	Type 0	0.295570	0.295570
PVRIG	STAG3	Type 0	0.994158	0.994158
CDR2L	STAG3	Type 0	0.299642	0.299642
STAG3	H2AFY2	Type 0	0.297055	0.297055
STAG3	CPT1A	Type 0	0.292662	0.292662
SCHIP1	ADCY9	Type 0	0.211065	0.211065
TSPAN9	ADCY9	Type 0	0.302326	0.302326
FLJ39378	ADCY9	Type 0	0.435928	0.435928
LOXL2	ZNF552	Type 0	0.302975	0.302975
RPL28	ZNF552	Type 0	0.389076	0.389076
MAP7D1	ZNF552	Type 0	0.423720	0.423720
ZNF552	ZNF544	Type 0	0.286957	0.286957
ZNF552	RPL28	Type 0	0.285294	0.285294
COL1A1	hCG_1806964	Type 0	0.231465	0.231465
DPF3	hCG_1806964	Type 0	0.472020	0.472020
hCG_1806964	TRIM4	Type 0	0.241096	0.241096
CCL14	CBX6	Type 0	0.208870	0.208870
FABP1	CBX6	Type 0	0.240140	0.240140
CYP3A5	CBX6	Type 0	0.428499	0.428499
SIAE	TBPL1	Type 0	0.482405	0.482405
LCK	TBPL1	Type 0	0.298429	0.298429
FAM54A	TBPL1	Type 0	0.783970	0.783970
NPC2	TBPL1	Type 0	0.295018	0.295018
HSF2	TBPL1	Type 0	0.507507	0.507507
TBPL1	SIAE	Type 0	0.517595	0.517595
TBPL1	HBS1L	Type 0	0.290022	0.290022
STEAP2	KAZALD1	Type 0	0.290950	0.290950
METTL7B	KAZALD1	Type 0	0.342160	0.342160
LONRF3	KAZALD1	Type 0	0.296911	0.296911
MVP	KLF6	Type 0	0.298252	0.298252
LMNA	KLF6	Type 0	0.236249	0.236249
RHOC	KLF6	Type 0	0.998166	0.998166
SLC25A33	KLF6	Type 0	0.330354	0.330354
KLF6	C3orf59	Type 0	1.000000	1.000000
GREB1	LOC51136	Type 0	0.214970	0.214970
C14orf159	LOC51136	Type 0	0.269928	0.269928
BMP5	LOC51136	Type 0	0.292756	0.292756
RAD51C	LOC51136	Type 0	0.229299	0.229299
SNAI2	FN1	Type 0	0.974668	0.974668
GNG11	CPM	Type 0	0.552902	0.552902
RGS20	CPM	Type 0	0.995030	0.995030
TPST1	CPM	Type 0	0.285088	0.285088
TRIM6	CPM	Type 0	0.297992	0.297992
CPM	ATP6V0D2	Type 0	0.292352	0.292352
FAM19A4	SP7	Type 0	0.462812	0.462812
CYSLTR1	SP7	Type 0	0.300798	0.300798
SRC	SP7	Type 0	0.283582	0.283582
PIM2	SP7	Type 0	0.385748	0.385748
LAMA2	SP7	Type 0	0.228042	0.228042
C10orf90	SP7	Type 0	0.256146	0.256146
DUSP13	SP7	Type 0	0.358839	0.358839
KERA	SP7	Type 0	0.225178	0.225178
SP7	FAM19A4	Type 0	0.537188	0.537188
C10orf35	C10orf57	Type 0	0.293040	0.293040
EPM2A	C10orf57	Type 0	0.229820	0.229820
PCDHA4	C10orf57	Type 0	0.273081	0.273081
HSD17B1	C10orf57	Type 0	0.964902	0.964902
DLG5	C10orf57	Type 0	0.564140	0.564140
PCDHA9	C10orf57	Type 0	0.296126	0.296126
KIAA1279	C10orf57	Type 0	0.242698	0.242698
C10orf57	BOLA1	Type 0	0.500775	0.500775
NUP210	GCH1	Type 0	0.294821	0.294821
C7orf29	GCH1	Type 0	0.209476	0.209476
FAP	GCH1	Type 0	0.818502	0.818502
GCH1	SIRPA	Type 0	0.240760	0.240760
GCH1	C7orf29	Type 0	0.439900	0.439900
GCH1	CNIH3	Type 0	0.218924	0.218924
GCH1	NKX3-2	Type 0	0.295780	0.295780
TPBG	PLEKHH3	Type 0	0.408884	0.408884
LCK	PLEKHH3	Type 0	0.300495	0.300495
FASLG	PLEKHH3	Type 0	0.634476	0.634476
LAD1	WDR54	Type 0	0.502147	0.502147
NOSTRIN	WDR54	Type 0	0.252660	0.252660
TMPRSS2	WDR54	Type 0	0.289676	0.289676
MAP3K12	WDR54	Type 0	0.233303	0.233303
PLEKHG6	WDR54	Type 0	0.977236	0.977236
WDR54	GSTA1	Type 0	0.218101	0.218101
WDR54	GSTA2	Type 0	0.311336	0.311336
CDH1	GRHL2	Type 0	0.368220	0.368220
TRIM63	DCT	Type 0	0.261476	0.261476
ROPN1	DCT	Type 0	0.301166	0.301166
MLANA	DCT	Type 0	0.587640	0.587640
DCT	SNCA	Type 0	0.435203	0.435203
DCT	HOXD13	Type 0	0.298901	0.298901
DCT	GPM6B	Type 0	0.303457	0.303457
DCT	TRIM63	Type 0	0.659272	0.659272
DCT	PI15	Type 0	0.423278	0.423278
DCT	ROPN1	Type 0	0.402221	0.402221
DCT	ST8SIA1	Type 0	0.251668	0.251668
DCT	ST3GAL6	Type 0	0.579534	0.579534
DCT	TYR	Type 0	0.214297	0.214297
DCT	MLANA	Type 0	0.355987	0.355987
DCT	TRPM1	Type 0	0.987315	0.987315
CDH1	STX2	Type 0	0.539568	0.539568
LIX1L	STX2	Type 0	0.307222	0.307222
PRRG2	STX2	Type 0	0.930921	0.930921
STX2	BCAS1	Type 0	1.000000	1.000000
STX2	FGFR1	Type 0	0.203181	0.203181
STX2	FAM3B	Type 0	0.297558	0.297558
STX2	PNMA2	Type 0	0.322497	0.322497
STX2	FGF2	Type 0	0.257219	0.257219
STX2	RAB6IP1	Type 0	0.202028	0.202028
STX2	DPYSL2	Type 0	0.292453	0.292453
STX2	NME4	Type 0	0.393478	0.393478
STX2	ERMP1	Type 0	1.000000	1.000000
STX2	CREG1	Type 0	0.204376	0.204376
STX2	DNAJC18	Type 0	0.301031	0.301031
E2F2	C16orf59	Type 0	0.211919	0.211919
GINS2	C16orf59	Type 0	0.474033	0.474033
FANCA	C16orf59	Type 0	0.506571	0.506571
PAQR4	C16orf59	Type 0	0.204648	0.204648
EXO1	C16orf59	Type 0	0.238664	0.238664
RFWD3	C16orf59	Type 0	0.208389	0.208389
POLR3K	C16orf59	Type 0	0.808363	0.808363
C16orf59	FANCA	Type 0	0.493429	0.493429
C16orf59	PAQR4	Type 0	0.580441	0.580441
C16orf59	PCMTD1	Type 0	0.277123	0.277123
C16orf59	FANCC	Type 0	0.377179	0.377179
C16orf59	LOC81691	Type 0	1.000000	1.000000
C16orf59	UNG	Type 0	0.985006	0.985006
BASP1	KYNU	Type 0	0.290842	0.290842
LGR5	KYNU	Type 0	0.298419	0.298419
AXIN2	KYNU	Type 0	0.452599	0.452599
GATA6	ARHGAP18	Type 0	0.439533	0.439533
PHLDA2	ARHGAP18	Type 0	0.300310	0.300310
FAM129B	ARHGAP18	Type 0	0.243511	0.243511
EPS8	ARHGAP18	Type 0	0.995593	0.995593
ANXA4	ARHGAP18	Type 0	0.288963	0.288963
ARHGAP18	SCAMP5	Type 0	0.298468	0.298468
PARVA	PTTG1IP	Type 0	0.979357	0.979357
ACTN1	PTTG1IP	Type 0	0.325813	0.325813
PTTG1IP	NSBP1	Type 0	1.000000	1.000000
PTTG1IP	MYOM2	Type 0	0.532861	0.532861
PTTG1IP	P4HA2	Type 0	0.364970	0.364970
PTTG1IP	GPR153	Type 0	0.300262	0.300262
PTTG1IP	PINK1	Type 0	0.236795	0.236795
BMP4	GTF3C6	Type 0	0.300334	0.300334
EPB41L1	GTF3C6	Type 0	0.426100	0.426100
ADSL	GTF3C6	Type 0	0.281748	0.281748
REV3L	GTF3C6	Type 0	0.914616	0.914616
BXDC1	GTF3C6	Type 0	0.201154	0.201154
GTF3C6	SRD5A3	Type 0	0.299112	0.299112
GTF3C6	BXDC1	Type 0	0.242249	0.242249
CYR61	BDNF	Type 0	0.997794	0.997794
FKBP10	INSIG1	Type 0	0.256844	0.256844
CABYR	INSIG1	Type 0	0.298942	0.298942
APP	INSIG1	Type 0	0.275294	0.275294
PVRIG	ZNF107	Type 0	0.207790	0.207790
DCK	ZNF107	Type 0	0.557663	0.557663
ZNF107	ZNF85	Type 0	0.259359	0.259359
ZNF107	RIMS3	Type 0	0.299082	0.299082
ZNF107	E2F2	Type 0	0.292612	0.292612
ZNF107	ZNF100	Type 0	0.221016	0.221016
ZNF107	STRBP	Type 0	0.248369	0.248369
ZNF107	CCDC109B	Type 0	0.244294	0.244294
ZNF107	ZNF93	Type 0	0.256608	0.256608
ZNF107	BCL7A	Type 0	0.308150	0.308150
ZNF107	KATNAL2	Type 0	0.224281	0.224281
